Type,Threat/Content Type,Source address,Destination address,Application,Repeat Count,Source Port,Destination Port,IP Protocol,Threat/Content Name,Source Country,Destination Country,thr_category
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,42868,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,57638,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,54184,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,37338,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,37338,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,52516,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,35556,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,52522,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,50890,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,6,39550,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,33934,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,59924,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,50980,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,49276,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,56672,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,32940,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,6,57226,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,2,55550,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,55550,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,42640,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,53914,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,7,44316,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,57852,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,16,39304,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,50582,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,3,50010,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,56204,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,39348,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,50010,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,39324,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,52238,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,2,42744,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,54586,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,7,48996,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,7,36320,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,43428,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,3,41804,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,47992,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,44046,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,42374,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,44046,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,40708,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,15,57624,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,32816,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,10,56028,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,39056,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,3,38486,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,59406,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,2,44676,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,38486,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,14,54370,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,9,56014,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,6,39132,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,6,43064,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,57838,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,43064,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,6,35760,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,60710,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,59172,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,3,56838,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,56838,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,10,46140,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,1,57420,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,59080,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,49504,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,47872,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,44486,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,33142,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,55178,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,33142,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,42786,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,55732,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,46230,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,54060,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,46230,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,13,41198,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,51876,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,6,54122,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,58068,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,52446,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,58068,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,45840,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,2,45274,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,32892,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,45802,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,36338,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,43586,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,45802,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,9,59402,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,42518,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,34634,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,13,57882,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,42580,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,6,40908,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,32996,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,6,46502,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,40338,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,32996,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,46502,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,14,56230,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,6,38678,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,7,40920,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,2,44858,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,39248,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,44858,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,47970,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,15,46302,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,14,44744,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,44656,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,1,56568,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,1,54950,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,1,50982,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,39748,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,1,47708,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,1,45466,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,47708,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,44376,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,1,36522,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,3,43812,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,9,33056,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,2,50034,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,33104,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,43812,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,2,42740,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,48354,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,42740,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,34852,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,5,58054,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,41042,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,10,58010,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,33228,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,2,45068,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,41050,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,37766,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,56452,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,41686,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,34672,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,34672,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,49812,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,60472,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,58888,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,48094,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,36762,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,58888,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,59460,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,49894,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,35168,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,49894,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,13,44836,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,56100,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,44836,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,55530,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,48216,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,6,54448,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,60078,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,54478,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,43274,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,51088,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,6,51158,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,53566,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,36572,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,10,36596,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,45760,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,52000,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,38254,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,38254,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,50280,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,6,43966,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,46208,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,33262,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,46208,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,12,33262,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,36650,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,43966,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,2,42886,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,42886,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,48554,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,2,42314,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,6,41292,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,42922,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,37960,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,56660,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,42058,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,38096,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,14,51612,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,49988,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,53318,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,38588,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
